,surface_reelle_bati,code_commune,type_local,valeur_fonciere
979164,44.0,93006,Appartement,235000.0
979633,46.0,93071,Appartement,125000.0
958264,21.0,92012,Appartement,218000.0
1050384,48.0,75116,Appartement,5150000.0
1037790,51.0,75118,Appartement,605000.0
961501,156.0,92020,Maison,1195000.0
1034878,89.0,75103,Appartement,1658666.0
996975,60.0,94065,Appartement,250000.0
964987,90.0,92019,Appartement,465100.0
1058937,26.0,75111,Appartement,715200.0
952498,80.0,92024,Appartement,726031.0
1035412,23.0,75117,Appartement,185000.0
1053172,30.0,75116,Appartement,293000.0
1061842,14.0,75115,Appartement,100000.0
1039582,46.0,75119,Appartement,345000.0
1055936,73.0,75115,Appartement,855000.0
1047849,50.0,75114,Appartement,500000.0
944479,33.0,92050,Maison,330000.0
1036805,31.0,75119,Appartement,340500.0
1000894,111.0,94080,Appartement,290000.0
1041973,9.0,75110,Appartement,30000.0
1043089,33.0,75109,Appartement,527500.0
1039336,40.0,75119,Appartement,297500.0
1064944,25.0,75111,Appartement,259000.0
1058177,58.0,75116,Appartement,862135.0
980797,80.0,93053,Appartement,224754.12
1034687,50.0,75118,Appartement,574000.0
991830,26.0,94067,Appartement,293000.0
1043826,35.0,75104,Appartement,460000.0
947727,76.0,92025,Appartement,212000.0
985452,186.0,94071,Maison,704956.0
1044136,57.0,75120,Appartement,400000.0
973817,97.0,93057,Maison,142800.0
1056758,13.0,75111,Appartement,160000.0
957645,66.0,92023,Appartement,317500.0
944544,18.0,92026,Appartement,140200.0
972455,148.0,93005,Maison,360000.0
975595,43.0,93013,Appartement,128000.0
946099,70.0,92063,Maison,500000.0
955254,88.0,92051,Appartement,4200000.0
1053076,42.0,75105,Appartement,495000.0
996619,102.0,94042,Maison,848300.0
949176,64.0,92036,Appartement,359000.0
975555,45.0,93014,Maison,240000.0
975608,60.0,93048,Appartement,283000.0
1059222,25.0,75112,Appartement,287600.0
1047663,37.0,75106,Appartement,350000.0
950866,70.0,92044,Appartement,800680.0
1043312,100.0,75102,Appartement,1310000.0
1056745,50.0,75105,Appartement,149500.0
970378,37.0,93027,Maison,315000.0
1030567,17.0,75118,Appartement,152400.0
977255,100.0,93048,Maison,533300.0
1062103,46.0,75112,Appartement,419000.0
970326,70.0,93064,Maison,549000.0
965893,89.0,92012,Appartement,800000.0
976753,28.0,93001,Appartement,145000.0
955712,43.0,92004,Appartement,261930.0
1061180,40.0,75114,Appartement,318000.0
964609,72.0,92023,Maison,593900.0
980203,128.0,93073,Maison,338000.0
974142,69.0,93070,Appartement,494000.0
978319,56.0,93050,Appartement,285000.0
955688,17.0,92004,Appartement,163600.0
999206,112.0,94081,Maison,620000.0
948856,61.0,92073,Appartement,285000.0
1030342,35.0,75103,Appartement,408980.0
1062536,29.0,75111,Appartement,317500.0
1040667,40.0,75117,Appartement,634520.0
972657,44.0,93064,Appartement,165000.0
947172,73.0,92025,Appartement,385000.0
990355,64.0,94011,Appartement,235000.0
1057460,42.0,75113,Appartement,379000.0
1029284,140.0,75104,Appartement,817000.0
961096,66.0,92040,Appartement,557000.0
1050273,32.0,75111,Appartement,640000.0
962931,100.0,92012,Appartement,1004000.0
1046607,64.0,75119,Appartement,664000.0
1029565,138.0,75108,Appartement,1713000.0
1054923,48.0,75116,Appartement,480000.0
1054790,30.0,75105,Appartement,470000.0
1051560,49.0,75116,Appartement,568273.0
957586,92.0,92060,Maison,1250000.0
979245,41.0,93029,Appartement,142000.0
991178,25.0,94073,Appartement,125000.0
945588,60.0,92004,Appartement,500000.0
985624,60.0,94037,Appartement,425026.0
1041535,71.0,75117,Appartement,840000.0
1033740,87.0,75117,Appartement,1030000.0
977517,26.0,93057,Appartement,117000.0
1062657,40.0,75106,Appartement,585000.0
971327,95.0,93046,Maison,400000.0
1050103,94.0,75112,Appartement,1225000.0
1000328,42.0,94052,Appartement,300000.0
1051226,65.0,75115,Appartement,595122.0
990352,36.0,94073,Appartement,209000.0
1036827,67.0,75120,Appartement,570000.0
976583,24.0,93029,Appartement,122300.0
1055481,65.0,75114,Appartement,300000.0
1039141,39.0,75120,Appartement,390000.0
1046533,57.0,75108,Appartement,777778.0
1057692,120.0,75116,Appartement,1830000.0
1035676,50.0,75118,Appartement,508000.0
1039195,64.0,75110,Appartement,734590.0
1036606,32.0,75120,Appartement,290000.0
991696,54.0,94081,Maison,420000.0
953969,60.0,92004,Appartement,385000.0
962359,61.0,92012,Appartement,416000.0
1053198,83.0,75115,Appartement,837000.0
978990,70.0,93014,Appartement,110000.0
1042951,168.0,75108,Appartement,2409000.0
1038133,34.0,75118,Appartement,333095.0
952851,40.0,92044,Appartement,341000.0
995829,29.0,94073,Appartement,138000.0
955020,29.0,92024,Appartement,1075000.0
1031011,38.0,75119,Appartement,348000.0
952232,115.0,92044,Appartement,1261000.0
1040263,162.0,75110,Appartement,1483920.0
1000481,70.0,94058,Appartement,321100.0
1046402,28.0,75119,Appartement,265000.0
980280,25.0,93048,Maison,105000.0
978333,60.0,93062,Appartement,299000.0
950183,39.0,92026,Appartement,250000.0
992276,56.0,94052,Appartement,380000.0
969424,63.0,93050,Appartement,165000.0
999495,60.0,94017,Appartement,235300.0
972730,44.0,93045,Appartement,320000.0
1033494,22.0,75119,Appartement,185900.0
951669,39.0,92025,Appartement,254000.0
973219,46.0,93048,Appartement,300000.0
982201,46.0,93070,Appartement,170000.0
986240,52.0,94079,Appartement,226000.0
953341,67.0,92063,Maison,741995.0
1064180,36.0,75112,Appartement,1436790.0
958509,33.0,92002,Appartement,128000.0
1046818,16.0,75117,Appartement,145000.0
1045251,26.0,75119,Appartement,337690.0
947898,43.0,92009,Appartement,303000.0
986600,69.0,94002,Appartement,441350.0
1051847,50.0,75111,Appartement,510000.0
970834,67.0,93010,Appartement,252000.0
947955,69.0,92062,Appartement,150000.0
973476,23.0,93010,Appartement,105500.0
1044015,66.0,75110,Appartement,677400.0
991219,91.0,94077,Maison,361000.0
968240,60.0,93014,Maison,300000.0
981192,20.0,93045,Appartement,147000.0
1039934,26.0,75103,Appartement,315000.0
1037400,38.0,75120,Appartement,372000.0
986133,38.0,94052,Appartement,236000.0
983968,39.0,94081,Appartement,185000.0
987943,63.0,94028,Maison,620000.0
953561,47.0,92026,Appartement,377900.0
983792,67.0,94017,Maison,458000.0
971079,75.0,93072,Appartement,200000.0
980833,40.0,93050,Appartement,218400.0
1059211,80.0,75115,Appartement,733000.0
1054919,72.0,75106,Appartement,1600000.0
952206,22.0,92024,Appartement,125000.0
979725,56.0,93063,Maison,597100.0
944990,86.0,92073,Maison,719000.0
965703,48.0,92071,Appartement,326850.0
961969,130.0,92033,Maison,1750550.0
950317,60.0,92025,Appartement,305000.0
959386,52.0,92014,Appartement,300000.0
1057210,39.0,75115,Appartement,435000.0
978000,67.0,93062,Appartement,227500.0
964502,72.0,92012,Appartement,595000.0
1054946,49.0,75113,Appartement,515000.0
994277,75.0,94058,Appartement,515000.0
977383,38.0,93046,Appartement,165000.0
1035324,45.0,75118,Appartement,398000.0
1052520,26.0,75114,Appartement,365070.0
977546,99.0,93077,Maison,459000.0
1037419,15.0,75117,Appartement,175000.0
970610,13.0,93066,Appartement,33000.0
965655,55.0,92012,Appartement,478000.0
980338,70.0,93007,Maison,288500.0
989263,75.0,94079,Maison,395000.0
1038996,82.0,75119,Appartement,692500.0
1042589,95.0,75103,Appartement,1695500.0
964349,36.0,92007,Appartement,205000.0
977331,80.0,93010,Appartement,292000.0
946081,27.0,92009,Appartement,241500.0
1054655,10.0,75107,Appartement,120000.0
957615,37.0,92023,Appartement,231000.0
961053,70.0,92007,Maison,430000.0
1050431,43.0,75111,Appartement,497500.0
973464,39.0,93078,Maison,311000.0
1062927,19.0,75105,Appartement,220000.0
1036096,79.0,75117,Appartement,1005000.0
1039449,35.0,75117,Appartement,441500.0
1053558,204.0,75116,Appartement,5600000.0
1000387,27.0,94037,Appartement,163000.0
949307,44.0,92026,Appartement,305000.0
962104,144.0,92064,Maison,1469050.0
1055976,27.0,75115,Appartement,378650.0
1058548,46.0,75111,Appartement,545000.0
960178,40.0,92075,Appartement,263000.0
989260,30.0,94058,Appartement,165000.0
1056621,110.0,75116,Appartement,1020000.0
970216,45.0,93057,Appartement,133000.0
985225,20.0,94016,Appartement,72560.0
1045502,40.0,75104,Appartement,772500.0
1063636,59.0,75114,Appartement,820000.0
1058345,16.0,75111,Appartement,227750.0
1040699,37.0,75108,Appartement,473500.0
992161,42.0,94028,Appartement,230000.0
961874,65.0,92075,Appartement,360000.0
974362,62.0,93055,Appartement,560000.0
1061450,10.0,75115,Appartement,156020.0
1060299,144.0,75106,Appartement,1800000.0
1058286,62.0,75114,Appartement,528550.0
984473,79.0,94018,Appartement,1200000.0
988119,38.0,94015,Appartement,245000.0
1060141,130.0,75116,Appartement,2480450.0
964543,50.0,92012,Appartement,795000.0
1064106,134.0,75116,Appartement,1475000.0
988447,62.0,94058,Appartement,419200.0
1064928,70.0,75113,Appartement,1379400.0
983103,66.0,93010,Appartement,190000.0
1057950,243.0,75106,Appartement,7500000.0
951774,102.0,92025,Maison,985000.0
1031322,99.0,75110,Appartement,1245000.0
948068,86.0,92073,Appartement,659500.0
964488,72.0,92012,Appartement,1141320.0
945346,60.0,92024,Appartement,975000.0
1039155,78.0,75109,Appartement,1200000.0
977712,57.0,93071,Maison,160000.0
1029428,70.0,75117,Appartement,675000.0
1040246,260.0,75108,Appartement,4155000.0
957668,68.0,92012,Appartement,880000.0
1000741,41.0,94041,Appartement,242070.0
1041676,62.0,75119,Appartement,695501.56
1040631,94.0,75102,Appartement,1055450.0
1056190,34.0,75115,Appartement,416000.0
1000245,44.0,94067,Appartement,451000.0
1057934,47.0,75116,Appartement,588000.0
1055325,14.0,75115,Appartement,150000.0
965268,36.0,92022,Appartement,255150.0
1052123,36.0,75111,Appartement,440000.0
974177,90.0,93014,Appartement,156600.0
977854,66.0,93070,Appartement,499900.0
973713,30.0,93073,Appartement,117000.0
1054754,27.0,75105,Appartement,330000.0
977357,95.0,93031,Maison,360000.0
997085,91.0,94028,Appartement,459000.0
963959,81.0,92012,Appartement,1000000.0
1000914,44.0,94016,Appartement,272000.0
977877,17.0,93064,Appartement,102000.0
1034184,50.0,75117,Appartement,391000.0
1063788,80.0,75116,Appartement,965830.0
1049161,55.0,75111,Appartement,3200000.0
955559,25.0,92004,Appartement,182930.0
973880,82.0,93070,Appartement,543338.0
1030874,197.0,75108,Appartement,3950000.0
1038222,36.0,75109,Appartement,452000.0
1056417,54.0,75107,Appartement,710000.0
1038211,18.0,75118,Appartement,1472200.0
999677,51.0,94042,Appartement,320000.0
1036397,91.0,75117,Appartement,975000.0
972206,65.0,93048,Appartement,273000.0
958469,56.0,92048,Appartement,213500.0
966838,81.0,92012,Appartement,818500.0
948591,80.0,92063,Appartement,567500.0
1037217,40.0,75104,Appartement,518000.0
982797,88.0,93064,Maison,340000.0
979872,20.0,93078,Maison,230000.0
995940,76.0,94044,Maison,307000.0
1034939,34.0,75117,Appartement,430000.0
1042164,145.0,75109,Appartement,1748500.0
980850,32.0,93049,Maison,129000.0
1031751,22.0,75120,Appartement,233880.0
1059106,18.0,75111,Appartement,181000.0
982723,67.0,93029,Appartement,225000.0
949724,57.0,92051,Appartement,337250.0
1064118,65.0,75111,Appartement,760000.0
978867,71.0,93064,Appartement,265000.0
977989,40.0,93047,Appartement,148590.0
1061860,50.0,75111,Appartement,438900.0
971463,107.0,93057,Maison,295000.0
963821,145.0,92033,Maison,1160000.0
977137,61.0,93073,Appartement,163000.0
1000560,32.0,94067,Appartement,575000.0
969679,25.0,93063,Appartement,189000.0
958847,66.0,92007,Appartement,344000.0
1060142,103.0,75116,Appartement,1524272.0
1039558,235.0,75117,Appartement,3400000.0
996285,60.0,94017,Maison,690350.0
969926,33.0,93057,Appartement,92000.0
955662,32.0,92063,Maison,100000.0
969193,67.0,93051,Appartement,239900.0
1036026,24.0,75118,Appartement,164800.0
1043723,40.0,75118,Appartement,296000.0
997175,77.0,94017,Appartement,372000.0
962362,81.0,92002,Appartement,520000.0
990276,70.0,94081,Appartement,220000.0
950505,94.0,92073,Appartement,750000.0
955764,37.0,92024,Appartement,265000.0
968507,75.0,93074,Maison,352310.0
1033305,17.0,75118,Appartement,146500.0
1051904,96.0,75114,Appartement,1000000.0
990401,58.0,94080,Appartement,579000.0
975462,60.0,93050,Appartement,260000.0
1037814,62.0,75109,Appartement,895500.0
1041103,80.0,75117,Appartement,873500.0
979197,97.0,93033,Maison,420000.0
994280,44.0,94068,Appartement,320000.0
966821,56.0,92022,Appartement,315000.0
952378,68.0,92024,Appartement,354000.0
1030660,36.0,75117,Appartement,495000.0
974903,96.0,93055,Appartement,468900.0
962880,42.0,92040,Appartement,320000.0
959260,38.0,92012,Appartement,383000.0
973672,68.0,93032,Appartement,155000.0
990399,70.0,94042,Appartement,284300.0
950055,37.0,92044,Appartement,477780.0
973019,76.0,93078,Maison,250000.0
964764,78.0,92040,Appartement,617550.0
1062921,40.0,75115,Appartement,100000.0
952628,64.0,92073,Appartement,1656000.0
974934,53.0,93006,Appartement,305000.0
982508,12.0,93005,Maison,275000.0
1044984,35.0,75108,Appartement,482400.0
1052490,32.0,75111,Appartement,352000.0
993180,20.0,94016,Appartement,99400.0
955239,52.0,92044,Appartement,452000.0
980080,67.0,93032,Appartement,190000.0
979004,72.0,93071,Appartement,150000.0
971388,70.0,93048,Appartement,445000.0
1058341,49.0,75116,Appartement,504800.0
1064059,60.0,75114,Appartement,1645000.0
1061328,91.0,75115,Appartement,665000.0
1047098,27.0,75107,Appartement,390000.0
952741,69.0,92004,Appartement,420000.0
974315,41.0,93005,Appartement,194000.0
963374,69.0,92048,Appartement,442850.0
1051120,28.0,75114,Appartement,175000.0
1056289,180.0,75116,Appartement,1950000.0
998365,68.0,94041,Appartement,443800.0
1000373,55.0,94080,Appartement,408500.0
1033832,60.0,75117,Appartement,680600.0
1061515,50.0,75115,Appartement,611000.0
950067,69.0,92063,Maison,600320.0
988647,50.0,94046,Appartement,220000.0
983599,123.0,93047,Maison,378000.0
1056279,50.0,75115,Appartement,540500.0
959256,64.0,92002,Appartement,415000.0
1033312,27.0,75120,Appartement,271450.0
981006,34.0,93070,Appartement,260000.0
1055222,90.0,75113,Appartement,900000.0
965553,68.0,92007,Appartement,393400.0
1035184,97.0,75117,Appartement,1129103.8
979666,29.0,93063,Appartement,185000.0
982854,32.0,93066,Appartement,122880.0
1034267,57.0,75102,Appartement,1150000.0
1057273,37.0,75111,Appartement,426100.0
955116,19.0,92078,Appartement,96000.0
1048740,116.0,75116,Appartement,1400000.0
977987,39.0,93070,Appartement,250000.0
991410,97.0,94046,Maison,460000.0
1046711,55.0,75102,Appartement,625000.0
1059072,24.0,75115,Appartement,280000.0
975002,63.0,93066,Appartement,215000.0
1030531,8.0,75110,Appartement,163500.0
1036306,85.0,75108,Appartement,1120000.0
983818,65.0,94002,Appartement,280000.0
1041040,21.0,75120,Appartement,200000.0
983462,144.0,93064,Maison,1200000.0
1033231,23.0,75110,Appartement,175000.0
992430,44.0,94071,Appartement,115000.0
952000,53.0,92050,Appartement,320000.0
993106,49.0,94078,Maison,80000.0
1049296,120.0,75111,Appartement,1390000.0
988252,70.0,94060,Maison,284000.0
948540,33.0,92025,Appartement,155000.0
1044968,71.0,75120,Appartement,621661.0
1031658,117.0,75117,Appartement,1530000.0
971583,42.0,93005,Maison,240000.0
976403,62.0,93031,Appartement,147450.0
1060818,190.0,75116,Appartement,2219870.0
1048772,21.0,75113,Appartement,225000.0
952328,60.0,92004,Appartement,388900.0
984659,22.0,94068,Appartement,165184.0
958864,43.0,92040,Appartement,405210.0
982019,100.0,93047,Maison,310000.0
968307,33.0,93055,Appartement,232000.0
1052845,27.0,75106,Appartement,445000.0
956894,72.0,92012,Appartement,550700.0
986773,15.0,94022,Appartement,90000.0
1033261,53.0,75118,Appartement,472000.0
949828,35.0,92004,Appartement,195000.0
1000888,110.0,94017,Maison,710000.0
1040461,12.0,75117,Appartement,149500.0
988677,84.0,94017,Appartement,210000.0
944603,115.0,92009,Maison,901942.0
961308,101.0,92071,Appartement,705000.0
1060554,35.0,75112,Appartement,342850.0
951902,60.0,92009,Appartement,492500.0
988296,45.0,94002,Appartement,265000.0
999933,71.0,94046,Maison,700000.0
955770,89.0,92051,Appartement,1220000.0
966503,33.0,92019,Appartement,179000.0
966170,26.0,92075,Appartement,229010.0
968909,63.0,93071,Appartement,150000.0
987127,30.0,94046,Appartement,213000.0
965668,106.0,92077,Appartement,720000.0
986453,27.0,94079,Appartement,130000.0
991423,47.0,94002,Appartement,259000.0
1050596,50.0,75112,Appartement,568700.0
956441,82.0,92036,Appartement,282000.0
960551,141.0,92019,Maison,1198720.0
949101,26.0,92009,Appartement,1900000.0
1035858,23.0,75102,Appartement,161000.0
991541,68.0,94017,Appartement,183580.0
976023,132.0,93031,Appartement,152000.0
988754,58.0,94077,Maison,290000.0
1032738,35.0,75117,Appartement,460000.0
951465,60.0,92026,Appartement,470000.0
956364,39.0,92073,Appartement,319700.0
961652,84.0,92048,Appartement,663870.0
997576,23.0,94043,Appartement,154300.0
1031627,60.0,75117,Appartement,730000.0
946837,38.0,92004,Appartement,1127134.0
978386,117.0,93005,Maison,305000.0
1060836,90.0,75113,Appartement,835000.0
971473,58.0,93048,Appartement,300000.0
990441,84.0,94015,Appartement,204930.0
989183,68.0,94080,Appartement,568770.0
979443,80.0,93057,Appartement,285000.0
981211,163.0,93029,Maison,350000.0
1034781,25.0,75110,Appartement,322000.0
990482,275.0,94052,Maison,1661600.0
1047204,60.0,75116,Appartement,481560.0
953223,33.0,92062,Appartement,150000.0
1050141,58.0,75114,Appartement,636000.0
1037221,70.0,75109,Appartement,717000.0
990495,104.0,94077,Appartement,362050.0
966617,56.0,92012,Appartement,625000.0
981909,66.0,93064,Appartement,278000.0
983317,18.0,93073,Appartement,85000.0
996150,88.0,94028,Appartement,253000.0
960092,49.0,92075,Appartement,340000.0
979480,67.0,93051,Appartement,295770.0
958308,47.0,92012,Appartement,400000.0
948355,24.0,92009,Appartement,519000.0
1029981,42.0,75110,Appartement,390000.0
1043906,49.0,75118,Appartement,189120.0
1054793,27.0,75115,Appartement,208250.0
978081,51.0,93050,Appartement,205000.0
983354,44.0,93031,Appartement,173000.0
945432,95.0,92050,Maison,697950.0
989422,79.0,94022,Appartement,318670.0
948808,111.0,92062,Appartement,750000.0
972520,84.0,93047,Maison,328000.0
994569,71.0,94080,Appartement,763550.0
950625,38.0,92025,Maison,415000.0
1045691,131.0,75109,Appartement,2000000.0
1065150,15.0,75107,Appartement,185000.0
969883,94.0,93064,Appartement,430000.0
988406,61.0,94052,Appartement,497000.0
1054669,70.0,75116,Appartement,1025000.0
955228,77.0,92004,Appartement,515520.0
996391,21.0,94033,Appartement,165000.0
957667,65.0,92049,Appartement,455000.0
1063665,50.0,75116,Appartement,500000.0
990822,20.0,94016,Appartement,98560.0
969954,96.0,93007,Maison,170000.0
1046821,119.0,75120,Appartement,1050000.0
1041158,22.0,75118,Appartement,195000.0
970599,88.0,93071,Maison,270000.0
1030494,32.0,75118,Appartement,301150.0
992186,210.0,94070,Maison,719850.0
1041156,38.0,75102,Appartement,405700.0
987632,69.0,94052,Appartement,446850.0
1031498,41.0,75108,Appartement,370000.0
