,surface_reelle_bati,code_commune,type_local,valeur_fonciere
994924,97.0,94038,Appartement,427250.0
997051,210.0,94068,Appartement,875700.0
961282,183.0,92075,Appartement,4701833.0
1042167,51.0,75120,Appartement,570000.0
1037423,42.0,75117,Appartement,530000.0
985799,42.0,94076,Appartement,242500.0
1035066,59.0,75117,Appartement,670000.0
974641,130.0,93005,Maison,456000.0
965529,54.0,92040,Appartement,290000.0
990051,96.0,94081,Maison,540000.0
999726,80.0,94068,Maison,819000.0
1063418,194.0,75107,Appartement,3900000.0
989834,159.0,94056,Maison,595500.0
1038809,64.0,75117,Appartement,1616120.0
1049353,72.0,75113,Appartement,693500.0
1045407,30.0,75109,Appartement,452500.0
954366,59.0,92004,Appartement,347515.0
956828,84.0,92048,Appartement,290000.0
954427,36.0,92051,Appartement,375000.0
1054944,22.0,75105,Appartement,252000.0
984356,42.0,94002,Maison,430000.0
980891,82.0,93051,Appartement,68119.6
956618,83.0,92060,Appartement,446500.0
944589,39.0,92004,Appartement,240000.0
1037006,24.0,75118,Appartement,295000.0
973791,56.0,93048,Appartement,420000.0
1057561,64.0,75115,Appartement,860000.0
1035317,257.0,75109,Appartement,2857500.0
1035262,58.0,75119,Appartement,565000.0
995259,27.0,94017,Appartement,122000.0
989064,37.0,94028,Appartement,180500.0
960829,67.0,92064,Appartement,466711.0
1034465,205.0,75117,Appartement,2545000.0
961464,55.0,92012,Appartement,576000.0
1035246,32.0,75117,Appartement,255000.0
1045980,18.0,75120,Appartement,204150.0
976008,53.0,93001,Appartement,170000.0
1064923,82.0,75113,Appartement,127000.0
971259,97.0,93064,Appartement,243435.0
1046869,36.0,75109,Appartement,6340000.0
1047941,33.0,75111,Appartement,355000.0
992646,102.0,94001,Maison,350000.0
966584,45.0,92012,Appartement,492000.0
965708,65.0,92048,Appartement,195010.0
982427,50.0,93032,Appartement,130000.0
948556,47.0,92026,Appartement,391000.0
986555,45.0,94019,Appartement,169000.0
948820,51.0,92026,Appartement,312900.0
1059590,70.0,75115,Appartement,557028.0
979071,41.0,93001,Appartement,140000.0
1032525,50.0,75109,Appartement,673500.0
1033148,20.0,75118,Appartement,158000.0
952976,52.0,92073,Appartement,169000.0
980825,121.0,93063,Appartement,493000.0
997334,62.0,94017,Appartement,239000.0
988804,58.0,94021,Appartement,205000.0
1062382,28.0,75112,Appartement,277850.0
1050962,35.0,75113,Appartement,385000.0
981529,82.0,93051,Maison,365329.0
987464,30.0,94081,Appartement,90500.0
961206,26.0,92023,Appartement,240000.0
983837,175.0,94042,Maison,980000.0
1046882,70.0,75104,Appartement,796600.0
1040571,18.0,75118,Appartement,230000.0
1054653,112.0,75105,Appartement,1980000.0
1041355,50.0,75110,Appartement,558000.0
1055168,140.0,75107,Appartement,4632000.0
983428,92.0,93077,Appartement,257700.0
955588,19.0,92051,Appartement,131600.0
1043976,17.0,75118,Appartement,222857.0
1053404,25.0,75111,Appartement,310000.0
1061183,14.0,75106,Appartement,200000.0
1035235,48.0,75104,Appartement,685000.0
1054721,38.0,75115,Appartement,750500.0
960558,24.0,92012,Appartement,240000.0
986438,20.0,94018,Appartement,193000.0
1030951,57.0,75110,Appartement,595000.0
992632,43.0,94022,Appartement,155000.0
1039600,16.0,75109,Appartement,723000.0
983282,82.0,93033,Appartement,149730.0
1052438,35.0,75116,Appartement,330000.0
1049904,50.0,75107,Appartement,1110000.0
988541,81.0,94046,Appartement,442000.0
967648,39.0,93001,Appartement,140000.0
952076,53.0,92044,Appartement,569000.0
961844,70.0,92032,Appartement,307000.0
1041677,15.0,75109,Appartement,210000.0
1030942,35.0,75110,Appartement,15000.0
1030871,35.0,75119,Appartement,325200.0
1037692,71.0,75118,Appartement,790000.0
1046704,37.0,75104,Appartement,565450.0
980660,52.0,93057,Appartement,200000.0
987086,20.0,94058,Appartement,120750.0
1031263,26.0,75119,Appartement,330000.0
1064063,104.0,75107,Appartement,3800000.0
949747,55.0,92063,Appartement,223000.0
1053833,66.0,75111,Appartement,677000.0
1044533,107.0,75109,Appartement,1380000.0
944715,54.0,92044,Appartement,567290.0
972641,101.0,93005,Maison,370000.0
1058720,32.0,75115,Appartement,352000.0
1050829,30.0,75114,Appartement,307970.0
995010,74.0,94058,Appartement,505000.0
969318,65.0,93053,Appartement,231000.0
992660,73.0,94044,Maison,360000.0
987276,156.0,94037,Maison,750000.0
984622,26.0,94068,Appartement,163500.0
1047622,80.0,75116,Appartement,451800.0
1048306,30.0,75111,Appartement,345000.0
1034528,35.0,75118,Appartement,280000.0
1060192,30.0,75111,Appartement,284000.0
1056400,113.0,75112,Appartement,864000.0
965161,48.0,92012,Appartement,379500.0
1061437,47.0,75115,Appartement,530000.0
975453,69.0,93064,Appartement,217000.0
970547,32.0,93048,Appartement,177000.0
984918,74.0,94052,Maison,520000.0
987449,40.0,94015,Appartement,250000.0
1032868,80.0,75104,Appartement,1085000.0
992333,24.0,94076,Appartement,213500.0
1057145,48.0,75112,Appartement,495000.0
1049947,65.0,75106,Appartement,990000.0
947165,80.0,92051,Appartement,875000.0
987437,115.0,94068,Maison,1654000.0
1041932,30.0,75103,Appartement,280000.0
1036695,30.0,75118,Appartement,1195500.0
1047796,47.0,75115,Appartement,445000.0
1000073,67.0,94068,Appartement,440000.0
984399,15.0,94068,Appartement,130000.0
995070,62.0,94028,Appartement,220000.0
975121,94.0,93031,Appartement,235000.0
1031126,82.0,75109,Appartement,1030000.0
958903,55.0,92077,Appartement,328000.0
1044099,10.0,75110,Appartement,139000.0
1054490,32.0,75115,Appartement,360000.0
968572,71.0,93048,Maison,684000.0
1041316,39.0,75118,Appartement,365000.0
958189,127.0,92023,Appartement,885000.0
958451,200.0,92060,Maison,1700000.0
958125,58.0,92012,Appartement,494350.0
998973,64.0,94041,Appartement,300000.0
1034576,60.0,75102,Appartement,766596.0
1036764,56.0,75110,Appartement,490000.0
951856,50.0,92062,Appartement,385000.0
999722,22.0,94022,Appartement,102000.0
948213,50.0,92036,Maison,425000.0
992888,88.0,94054,Appartement,280000.0
948840,34.0,92004,Appartement,274038.47
999145,65.0,94079,Appartement,228000.0
1041227,17.0,75118,Appartement,160000.0
1042598,65.0,75118,Appartement,645000.0
1044607,178.0,75108,Appartement,2424900.0
1039827,51.0,75109,Appartement,462500.0
956637,41.0,92012,Appartement,270000.0
1047038,28.0,75115,Appartement,294000.0
962823,150.0,92023,Maison,1303105.0
989852,80.0,94068,Appartement,473000.0
957604,75.0,92023,Appartement,525000.0
991987,135.0,94071,Maison,569000.0
969461,44.0,93051,Appartement,240000.0
993471,50.0,94046,Appartement,355000.0
1034026,35.0,75120,Appartement,270000.0
989528,86.0,94017,Maison,420000.0
1065134,137.0,75116,Appartement,2100000.0
945576,65.0,92051,Appartement,959000.0
989085,64.0,94074,Maison,180000.0
979292,130.0,93047,Maison,393000.0
973066,101.0,93005,Maison,326000.0
976871,42.0,93048,Appartement,300000.0
962511,21.0,92014,Appartement,2770000.0
962376,105.0,92012,Appartement,781000.0
1054464,66.0,75112,Appartement,585000.0
962898,70.0,92075,Appartement,737140.0
1060293,78.0,75111,Appartement,890000.0
951551,44.0,92026,Appartement,301500.0
1039161,81.0,75117,Appartement,425000.0
945255,102.0,92063,Appartement,870837.94
1029339,35.0,75109,Appartement,460000.0
1046504,72.0,75118,Appartement,950000.0
948833,47.0,92050,Maison,437280.0
1036793,45.0,75120,Appartement,549000.0
951073,102.0,92036,Appartement,577692.0
955582,107.0,92035,Appartement,1064100.0
1040433,14.0,75101,Appartement,180333.0
1043155,22.0,75119,Appartement,184850.0
1031180,64.0,75120,Appartement,675800.0
960240,45.0,92040,Appartement,381500.0
1062130,87.0,75116,Appartement,600000.0
1054794,18.0,75112,Appartement,210000.0
999683,30.0,94022,Appartement,139000.0
973484,47.0,93070,Appartement,309000.0
956953,56.0,92048,Appartement,195000.0
945283,78.0,92044,Appartement,748285.0
975495,80.0,93070,Maison,540000.0
976016,63.0,93045,Appartement,562700.0
949245,33.0,92044,Appartement,311150.0
1047635,122.0,75107,Appartement,1630000.0
952783,76.0,92051,Appartement,835000.0
958651,40.0,92046,Appartement,262500.0
951164,69.0,92062,Appartement,535000.0
992991,30.0,94028,Appartement,160000.0
998467,55.0,94067,Appartement,465000.0
1030193,20.0,75102,Appartement,208000.0
998391,85.0,94068,Appartement,540000.0
975604,33.0,93055,Appartement,169000.0
1064734,61.0,75114,Appartement,630000.0
968409,94.0,93057,Appartement,215000.0
967417,34.0,93070,Appartement,230000.0
987988,81.0,94075,Appartement,140000.0
1049883,36.0,75116,Appartement,540000.0
985280,90.0,94052,Appartement,675000.0
964383,61.0,92002,Appartement,210000.0
1047604,18.0,75111,Appartement,208000.0
969358,46.0,93063,Appartement,295000.0
946890,91.0,92062,Appartement,770000.0
1059428,70.0,75116,Appartement,740000.0
1029353,28.0,75117,Appartement,315000.0
955173,80.0,92024,Appartement,244107.0
1033511,48.0,75118,Appartement,378000.0
1044049,70.0,75119,Appartement,583000.0
1036124,34.0,75120,Appartement,390600.0
1044033,20.0,75118,Appartement,197000.0
1053842,19.0,75112,Appartement,192000.0
957536,75.0,92060,Appartement,532000.0
955190,15.0,92026,Appartement,156190.0
989722,96.0,94038,Appartement,455000.0
1033289,172.0,75110,Appartement,2615900.0
997975,110.0,94079,Appartement,467950.0
1050309,130.0,75116,Appartement,1570000.0
995291,75.0,94016,Maison,580000.0
1051629,63.0,75115,Appartement,646800.0
982504,24.0,93055,Appartement,70000.0
959566,90.0,92012,Appartement,1213809.1
1047286,28.0,75115,Appartement,347000.0
984899,58.0,94080,Appartement,415000.0
961560,27.0,92049,Appartement,378000.0
984333,100.0,94068,Appartement,532500.0
997599,59.0,94002,Appartement,320000.0
946951,20.0,92004,Maison,242000.0
966939,35.0,92012,Appartement,128333.33
1054917,26.0,75111,Appartement,200000.0
947437,65.0,92051,Appartement,735000.0
990961,11.0,94080,Appartement,110000.0
1030121,25.0,75119,Appartement,74000.0
971785,147.0,93077,Maison,655900.0
958544,12.0,92064,Appartement,17500.0
1038910,45.0,75110,Appartement,300000.0
1051655,50.0,75113,Appartement,362788.0
977322,31.0,93001,Appartement,163000.0
1059083,32.0,75113,Appartement,260000.0
1053279,123.0,75116,Appartement,1717100.0
967039,83.0,92060,Appartement,15600.0
1033291,166.0,75117,Appartement,1772600.0
1064526,77.0,75107,Appartement,1500000.0
979603,70.0,93033,Maison,420000.0
1035735,56.0,75109,Appartement,761300.0
1064421,74.0,75116,Appartement,944454.0
951925,57.0,92026,Appartement,424952.0
977206,81.0,93055,Appartement,100000.0
1045644,43.0,75119,Appartement,340000.0
950934,40.0,92009,Maison,1470023.0
964666,25.0,92012,Appartement,245000.0
945697,75.0,92062,Appartement,450000.0
1035132,42.0,75109,Appartement,504000.0
1048299,72.0,75115,Appartement,732000.0
986747,23.0,94052,Appartement,420000.0
1035135,80.0,75110,Appartement,825000.0
1055671,48.0,75112,Appartement,145363.0
960491,222.0,92020,Maison,1100000.0
1030067,54.0,75117,Appartement,282425.0
1063635,75.0,75115,Appartement,615000.0
948456,20.0,92044,Appartement,215000.0
984350,19.0,94016,Appartement,69168.0
972768,78.0,93006,Maison,600000.0
951034,70.0,92009,Maison,904000.0
1000008,79.0,94028,Appartement,120000.0
1046963,68.0,75112,Appartement,829000.0
1034169,108.0,75119,Maison,1105470.0
1036331,74.0,75103,Appartement,940000.0
988657,56.0,94073,Appartement,206320.0
996585,54.0,94058,Appartement,252000.0
1037921,57.0,75118,Appartement,530000.0
1000217,42.0,94058,Appartement,210000.0
971489,98.0,93005,Maison,365000.0
992496,140.0,94017,Maison,467000.0
1058600,18.0,75112,Appartement,190000.0
1050877,65.0,75116,Appartement,645000.0
976170,30.0,93070,Appartement,160000.0
1061716,39.0,75113,Appartement,423000.0
968142,42.0,93077,Appartement,167000.0
1031157,59.0,75117,Appartement,604000.0
1051117,34.0,75114,Appartement,404000.0
956893,46.0,92019,Appartement,246000.0
997262,69.0,94069,Appartement,330000.0
976004,34.0,93055,Appartement,247000.0
1050381,31.0,75115,Appartement,5370000.0
1029290,60.0,75120,Appartement,599900.0
1034652,15.0,75117,Appartement,155000.0
1043108,65.0,75117,Appartement,841000.0
974583,18.0,93055,Appartement,115000.0
984819,100.0,94079,Maison,524000.0
1042919,23.0,75120,Appartement,65000.0
1060159,65.0,75115,Appartement,743800.0
1051552,40.0,75115,Appartement,421640.0
1059088,129.0,75116,Appartement,1635000.0
1048880,62.0,75114,Appartement,679500.0
968743,102.0,93064,Maison,480000.0
997594,64.0,94018,Appartement,548000.0
979082,78.0,93029,Maison,330000.0
967651,81.0,93048,Appartement,538350.0
996153,70.0,94018,Appartement,662040.0
1029510,45.0,75118,Appartement,399000.0
1057217,20.0,75111,Appartement,230000.0
984839,197.0,94070,Maison,1639000.0
994422,7.0,94043,Appartement,188700.0
1031983,55.0,75119,Appartement,445000.0
963029,55.0,92060,Appartement,349080.0
950594,69.0,92024,Appartement,475232.0
1034480,71.0,75117,Appartement,1060000.0
956311,47.0,92051,Appartement,482000.0
956769,78.0,92012,Appartement,738930.0
992324,43.0,94080,Appartement,416135.0
979973,25.0,93010,Appartement,1000000.0
1043663,50.0,75109,Appartement,750000.0
1034500,21.0,75118,Appartement,200000.0
979453,70.0,93066,Appartement,268900.0
1047673,42.0,75114,Appartement,515100.0
973496,112.0,93010,Maison,332000.0
956289,51.0,92009,Appartement,397000.0
971838,50.0,93029,Appartement,157000.0
1059878,85.0,75115,Appartement,925000.0
1041215,76.0,75120,Appartement,694000.0
1053438,97.0,75115,Appartement,932000.0
990691,80.0,94081,Maison,490000.0
996249,33.0,94076,Appartement,230000.0
1051482,8.0,75116,Appartement,94280.0
1038390,80.0,75117,Appartement,904762.0
990267,59.0,94046,Appartement,429650.0
1047300,50.0,75116,Appartement,699530.0
986543,18.0,94018,Appartement,158500.0
967071,48.0,92020,Appartement,319000.0
1059021,77.0,75116,Appartement,866190.0
948495,37.0,92025,Appartement,188000.0
949546,79.0,92044,Appartement,831385.0
956130,56.0,92044,Appartement,511000.0
979427,45.0,93064,Appartement,155000.0
995961,63.0,94028,Appartement,148050.0
1054182,26.0,75106,Appartement,613730.0
958557,37.0,92012,Appartement,291200.0
969669,56.0,93014,Appartement,58883.98
956509,83.0,92073,Appartement,634850.0
947547,100.0,92004,Appartement,844755.0
1061079,85.0,75112,Appartement,975300.0
965924,41.0,92060,Appartement,300000.0
974841,135.0,93007,Maison,487000.0
961752,24.0,92012,Appartement,220000.0
947799,30.0,92035,Appartement,269000.0
1036998,129.0,75119,Appartement,1573890.0
1062667,13.0,75112,Appartement,124000.0
947474,95.0,92009,Maison,820000.0
991076,52.0,94058,Appartement,357500.0
1034737,48.0,75120,Appartement,395350.0
969849,109.0,93049,Maison,355000.0
1061215,23.0,75113,Appartement,210000.0
1037575,42.0,75120,Appartement,412000.0
997649,57.0,94017,Appartement,248000.0
998028,75.0,94056,Maison,250000.0
995428,43.0,94028,Appartement,119090.0
1047209,238.0,75116,Appartement,2600000.0
1052703,94.0,75107,Appartement,1486000.0
946324,33.0,92026,Appartement,284770.0
981852,42.0,93062,Appartement,188000.0
997399,28.0,94041,Appartement,107000.0
994210,67.0,94054,Appartement,225000.0
951376,71.0,92026,Appartement,606164.0
990522,40.0,94043,Appartement,240000.0
968398,61.0,93045,Appartement,422000.0
945164,26.0,92044,Appartement,218950.0
977825,54.0,93055,Appartement,250000.0
947261,30.0,92044,Appartement,340000.0
947550,55.0,92044,Appartement,572700.0
961940,68.0,92012,Appartement,480000.0
994661,58.0,94081,Maison,470000.0
983099,56.0,93010,Appartement,190000.0
1059074,57.0,75116,Appartement,670000.0
973015,65.0,93066,Appartement,315000.0
987155,71.0,94038,Appartement,259000.0
946146,101.0,92025,Maison,780000.0
966150,40.0,92040,Appartement,338000.0
1041951,35.0,75118,Appartement,398280.0
986854,79.0,94078,Appartement,123050.0
1030771,134.0,75117,Appartement,1480000.0
969442,36.0,93001,Appartement,209000.0
976858,31.0,93048,Appartement,289000.0
947795,104.0,92009,Appartement,875000.0
1032141,44.0,75118,Appartement,467000.0
983802,60.0,94022,Maison,432000.0
970126,74.0,93007,Appartement,185000.0
948082,41.0,92009,Maison,400000.0
996993,57.0,94052,Appartement,379000.0
953324,99.0,92009,Maison,660000.0
990716,38.0,94068,Appartement,173000.0
1052292,27.0,75115,Appartement,319500.0
1052122,62.0,75114,Appartement,760000.0
1000160,34.0,94022,Appartement,173000.0
952527,74.0,92004,Appartement,248500.0
970291,81.0,93031,Appartement,213000.0
972010,36.0,93029,Appartement,110000.0
995966,70.0,94001,Maison,397150.0
980659,53.0,93073,Maison,178000.0
961773,30.0,92033,Appartement,165000.0
1045323,100.0,75120,Appartement,632000.0
966763,70.0,92075,Appartement,1020000.0
1050378,41.0,75115,Appartement,341000.0
992759,76.0,94076,Appartement,625000.0
980075,63.0,93048,Appartement,472000.0
987307,44.0,94079,Maison,271000.0
1033538,45.0,75120,Appartement,363050.0
976915,85.0,93066,Appartement,380000.0
979522,37.0,93001,Appartement,170000.0
975307,11.0,93066,Appartement,82000.0
988673,163.0,94058,Maison,1010000.0
1039899,45.0,75118,Appartement,365000.0
966080,55.0,92075,Appartement,367000.0
1058023,30.0,75114,Appartement,324000.0
1052065,23.0,75115,Appartement,376000.0
994052,85.0,94073,Appartement,209000.0
1038895,49.0,75101,Appartement,1366000.0
996738,75.0,94058,Appartement,388000.0
986345,50.0,94034,Appartement,192000.0
1000633,44.0,94022,Appartement,163000.0
1035299,100.0,75117,Appartement,1150000.0
954664,37.0,92062,Appartement,270000.0
981705,42.0,93029,Appartement,136000.0
1047950,48.0,75111,Appartement,350000.0
997543,164.0,94068,Maison,1250000.0
1055055,64.0,75107,Appartement,940000.0
961151,54.0,92040,Appartement,422800.0
956138,30.0,92073,Appartement,200000.0
1061478,36.0,75106,Appartement,178500.0
951838,79.0,92036,Appartement,380175.0
1064532,99.0,75113,Appartement,576915.0
1033084,51.0,75119,Appartement,92000.0
977860,65.0,93070,Appartement,500000.0
954008,86.0,92026,Appartement,712500.0
958081,48.0,92064,Appartement,335000.0
988558,63.0,94041,Appartement,357000.0
1064103,114.0,75107,Appartement,1346140.0
1046998,30.0,75112,Appartement,327000.0
959200,34.0,92019,Appartement,184500.0
1056387,126.0,75112,Appartement,1300000.0
1047904,10.0,75116,Appartement,290000.0
994215,143.0,94071,Maison,729000.0
980807,75.0,93046,Maison,283000.0
966125,42.0,92012,Appartement,382000.0
1057867,17.0,75112,Appartement,153000.0
1033805,48.0,75120,Appartement,400000.0
990414,43.0,94073,Appartement,155220.0
975472,160.0,93064,Maison,690000.0
953143,136.0,92051,Appartement,1801150.0
956528,71.0,92012,Appartement,150000.0
1050532,167.0,75111,Appartement,1650000.0
1037830,27.0,75110,Appartement,275000.0
969388,53.0,93049,Appartement,173000.0
1039079,35.0,75117,Appartement,285000.0
992390,30.0,94068,Appartement,200000.0
999586,62.0,94017,Appartement,110000.0
1047401,31.0,75114,Appartement,170000.0
1054030,188.0,75111,Appartement,790000.0
1060858,99.0,75111,Appartement,1148000.0
1058678,18.0,75115,Appartement,120000.0
955110,87.0,92073,Appartement,660000.0
991071,33.0,94043,Appartement,214000.0
1000945,57.0,94080,Appartement,446400.0
997539,83.0,94068,Appartement,490000.0
955564,11.0,92050,Appartement,85000.0
987807,37.0,94017,Appartement,204000.0
1054132,45.0,75112,Appartement,440000.0
961323,35.0,92040,Appartement,240000.0
1055498,77.0,75105,Appartement,873000.0
951797,70.0,92009,Appartement,525000.0
974845,51.0,93064,Appartement,239000.0
1052213,110.0,75111,Appartement,1210000.0
966131,109.0,92023,Maison,1009200.0
1043463,94.0,75102,Appartement,1050000.0
958793,126.0,92048,Appartement,1140000.0
1035874,31.0,75120,Appartement,200000.0
986862,93.0,94001,Maison,113750.0
986371,77.0,94017,Maison,117500.0
967649,42.0,93053,Maison,450000.0
1036603,11.0,75109,Appartement,125000.0
1031472,14.0,75120,Appartement,87500.0
1051767,73.0,75111,Appartement,1002500.0
954569,46.0,92026,Appartement,420000.0
985205,30.0,94018,Appartement,473690.3
1062584,37.0,75114,Appartement,590000.0
945547,50.0,92025,Appartement,289238.0
996500,37.0,94069,Appartement,104000.0
959273,39.0,92012,Appartement,350000.0
984632,43.0,94065,Appartement,30000.0
969065,95.0,93061,Maison,914000.0
1059273,59.0,75116,Appartement,631000.0
945454,76.0,92024,Appartement,284034.0
1055656,97.0,75107,Appartement,1440000.0
986373,84.0,94068,Maison,695000.0
980952,35.0,93045,Appartement,254000.0
1033819,30.0,75118,Appartement,330000.0
984579,68.0,94081,Appartement,192500.0
1051923,70.0,75114,Appartement,765000.0
993287,104.0,94071,Maison,579250.0
1036134,34.0,75118,Appartement,407000.0
959320,55.0,92012,Appartement,380000.0
976677,192.0,93063,Maison,1050000.0
969100,48.0,93007,Appartement,140000.0
966890,54.0,92049,Appartement,365000.0
1059352,30.0,75112,Appartement,264500.0
1063898,25.0,75114,Appartement,231000.0
1062022,32.0,75111,Appartement,326390.0
972117,74.0,93031,Appartement,130000.0
1056209,14.0,75115,Appartement,182000.0
995098,68.0,94002,Appartement,416690.0
984165,25.0,94037,Appartement,175000.0
959360,26.0,92012,Appartement,165000.0
1032404,29.0,75110,Appartement,300000.0
952831,59.0,92063,Appartement,362000.0
1050198,17.0,75111,Appartement,172000.0
961575,33.0,92007,Appartement,268000.0
1041444,7.0,75118,Appartement,14380.0
993146,65.0,94028,Appartement,235000.0
1046146,29.0,75109,Appartement,320500.0
1049851,38.0,75116,Appartement,380200.0
985006,64.0,94041,Appartement,320000.0
953669,53.0,92024,Appartement,384205.0
1037399,45.0,75119,Appartement,415000.0
983469,54.0,93070,Appartement,180000.0
1062607,54.0,75116,Appartement,1990000.0
972325,95.0,93078,Maison,250000.0
1043336,25.0,75118,Appartement,285000.0
1053096,77.0,75113,Appartement,875600.0
953935,65.0,92025,Maison,419500.0
1038756,14.0,75120,Appartement,127000.0
949824,78.0,92025,Maison,280000.0
989473,40.0,94022,Appartement,140300.0
961078,54.0,92019,Appartement,297900.0
972799,44.0,93063,Appartement,195000.0
956374,135.0,92063,Maison,1110000.0
1044055,30.0,75117,Appartement,350000.0
1031773,39.0,75102,Appartement,430000.0
975486,68.0,93062,Appartement,342000.0
999808,90.0,94067,Appartement,690000.0
965186,35.0,92064,Appartement,400000.0
994433,90.0,94079,Appartement,480000.0
1033015,39.0,75119,Appartement,392500.0
952310,85.0,92009,Appartement,440191.0
956293,55.0,92063,Maison,17450.0
975442,59.0,93057,Appartement,143000.0
1034466,19.0,75118,Appartement,190000.0
1031039,54.0,75119,Appartement,387810.0
971582,64.0,93027,Maison,500000.0
1056397,109.0,75116,Appartement,1495000.0
990205,63.0,94054,Maison,278000.0
947252,45.0,92051,Appartement,372000.0
987374,42.0,94034,Appartement,137000.0
995156,74.0,94075,Maison,410000.0
1035519,30.0,75118,Appartement,340000.0
949172,52.0,92025,Appartement,152381.0
997301,78.0,94042,Appartement,635000.0
1060506,31.0,75116,Appartement,410000.0
972752,25.0,93045,Appartement,140000.0
955890,69.0,92044,Appartement,601100.0
977841,123.0,93078,Maison,365000.0
995481,51.0,94080,Appartement,490000.0
998411,73.0,94017,Maison,370000.0
1043132,21.0,75104,Appartement,342494.0
950036,87.0,92063,Appartement,818350.0
946677,86.0,92062,Appartement,842370.0
1032674,80.0,75110,Appartement,1176500.0
1000223,26.0,94080,Appartement,196200.0
1064391,30.0,75111,Appartement,348000.0
985050,38.0,94002,Maison,450000.0
953219,114.0,92051,Appartement,1185000.0
1047656,29.0,75111,Appartement,192000.0
987703,26.0,94033,Appartement,154600.0
972599,61.0,93045,Appartement,363000.0
967332,58.0,93007,Maison,235000.0
1029751,28.0,75109,Appartement,468000.0
962623,95.0,92002,Appartement,510000.0
946903,132.0,92004,Appartement,760100.0
1043637,61.0,75118,Appartement,700000.0
957200,65.0,92020,Appartement,378700.0
948399,27.0,92004,Appartement,260280.0
981632,43.0,93066,Appartement,250000.0
955214,73.0,92063,Appartement,592400.0
1064572,23.0,75112,Appartement,255000.0
1063650,169.0,75114,Appartement,2575000.0
1057203,73.0,75115,Appartement,770000.0
969564,71.0,93048,Appartement,413630.0
980266,178.0,93078,Maison,626986.44
1062937,48.0,75115,Appartement,572000.0
956043,83.0,92051,Appartement,1058000.0
978777,29.0,93066,Appartement,99900.0
977419,29.0,93029,Appartement,123000.0
1035216,52.0,75120,Appartement,385000.0
982055,92.0,93048,Appartement,584000.0
976982,42.0,93077,Appartement,224000.0
963465,44.0,92023,Appartement,365000.0
999323,90.0,94042,Maison,572500.0
1043050,62.0,75118,Appartement,570920.0
995345,64.0,94068,Appartement,390000.0
1062955,68.0,75116,Appartement,716650.0
950366,65.0,92024,Appartement,500000.0
945653,63.0,92025,Appartement,375225.0
969504,86.0,93039,Appartement,593150.0
1049907,30.0,75115,Appartement,329000.0
963489,74.0,92040,Appartement,623000.0
999196,79.0,94038,Appartement,340000.0
975497,91.0,93010,Maison,316000.0
1060085,60.0,75112,Appartement,690000.0
1055596,45.0,75114,Appartement,250000.0
978563,59.0,93046,Appartement,199000.0
961494,160.0,92048,Maison,1880000.0
1044583,25.0,75110,Appartement,274000.0
956607,46.0,92012,Appartement,391300.0
952754,123.0,92051,Appartement,1440000.0
994696,53.0,94076,Appartement,280000.0
965142,50.0,92022,Maison,664000.0
973586,35.0,93078,Appartement,125000.0
1032372,26.0,75119,Appartement,225000.0
961829,53.0,92014,Appartement,360000.0
951501,130.0,92050,Maison,978000.0
993087,37.0,94068,Appartement,254300.0
981562,59.0,93055,Appartement,420000.0
962670,70.0,92022,Appartement,400000.0
1043499,20.0,75117,Appartement,350000.0
1045674,30.0,75103,Appartement,325700.0
953563,24.0,92063,Appartement,200000.0
1060390,18.0,75115,Appartement,291450.0
984898,52.0,94034,Appartement,151050.0
960121,86.0,92012,Appartement,800000.0
963825,83.0,92012,Appartement,720000.0
1055459,16.0,75116,Appartement,1538650.0
961532,70.0,92046,Maison,750000.0
1038778,91.0,75117,Appartement,968300.0
1058675,36.0,75114,Appartement,355000.0
970411,48.0,93048,Appartement,350000.0
1039148,35.0,75110,Appartement,418500.0
997634,24.0,94068,Appartement,153000.0
960789,98.0,92071,Appartement,614150.0
945639,90.0,92044,Appartement,940000.0
959173,39.0,92012,Appartement,380000.0
985391,53.0,94078,Appartement,180000.0
1041165,97.0,75118,Appartement,1384933.0
972725,69.0,93001,Appartement,269000.0
1029868,33.0,75117,Appartement,347500.0
960044,38.0,92040,Appartement,390000.0
956801,27.0,92020,Appartement,199000.0
983551,63.0,93005,Maison,198000.0
1033859,72.0,75120,Appartement,625000.0
1058932,45.0,75111,Appartement,506280.0
961504,68.0,92019,Appartement,390570.0
1047480,114.0,75106,Appartement,1837000.0
979867,47.0,93008,Appartement,190000.0
984998,47.0,94037,Appartement,339000.0
1054882,150.0,75112,Maison,1550000.0
964524,88.0,92022,Appartement,418000.0
1040216,90.0,75102,Appartement,1184800.0
1050389,100.0,75115,Appartement,900000.0
975530,64.0,93064,Appartement,235000.0
989297,56.0,94001,Appartement,165000.0
952167,39.0,92044,Appartement,360000.0
978660,23.0,93029,Appartement,156000.0
1060359,64.0,75106,Appartement,963450.0
972442,110.0,93053,Maison,460100.0
959253,72.0,92002,Appartement,524500.0
997086,44.0,94059,Appartement,75000.0
966545,90.0,92049,Appartement,747970.0
979589,59.0,93053,Appartement,193000.0
1051906,76.0,75116,Appartement,895900.0
1059542,96.0,75116,Appartement,1760000.0
976645,63.0,93070,Appartement,443000.0
952197,82.0,92073,Appartement,702000.0
978582,89.0,93014,Maison,300000.0
946934,27.0,92026,Appartement,230000.0
1062833,82.0,75116,Appartement,1018900.0
975801,62.0,93005,Appartement,220000.0
